MedicationCui,MedicationStr,ClassCui,ClassStr
C0717758,etanercept,C0021081,Immunosuppressant agent
C0717758,etanercept,C0021081,Immunosuppressant Agents
C0717758,etanercept,C0021081,"Immunosuppressant agent, NOS"
C0717758,etanercept,C0021081,immunosuppressive
C0717758,etanercept,C0021081,Immunosuppressives
C0717758,etanercept,C0021081,Immunosuppressants
C0717758,etanercept,C0021081,Immunosuppressant
C0717758,etanercept,C0021081,"Immunosupressant agent, NOS"
C0717758,etanercept,C0021081,79 IMMUNOSUPPRESSANTS
C0717758,etanercept,C0021081,Medicinal product acting as immunosuppressant (product)
C0717758,etanercept,C0021081,immunosuppressive_treatment_type
C0717758,etanercept,C0021081,immunosuppressive treatment type
C0717758,etanercept,C0021081,IMMUNE SUPPRESSANTS
C0717758,etanercept,C0021081,immune suppressant
C0717758,etanercept,C0021081,Immunosuppressant (product)
C0717758,etanercept,C0021081,Immunosuppressant (substance)
C0717758,etanercept,C0021081,immunosuppressive (medication)
C0717758,etanercept,C0034861,Recombinant Proteins
C0717758,etanercept,C0034861,recombinant protein
C0717758,etanercept,C0034861,protein recombinants
C0717758,etanercept,C0034861,protein recombinant
C0717758,etanercept,C0034861,"Protein, Recombinant"
C0717758,etanercept,C0034861,"Proteins, Recombinant"
C0717758,etanercept,C0034861,Biosynthetic Proteins
C0717758,etanercept,C0034861,Biosynthetic Protein
C0717758,etanercept,C0034861,"Protein, Biosynthetic"
C0717758,etanercept,C0034861,"Proteins, Biosynthetic"
C0717758,etanercept,C0034861,Recombinant protein (substance)
C0717758,etanercept,C0034861,BIOSYN PROTEINS
C0717758,etanercept,C0034861,PROTEINS BIOSYN
C0717758,etanercept,C0162768,Fusion protein
C0717758,etanercept,C0162768,Chimeric Protein
C0717758,etanercept,C0162768,chimeric proteins
C0717758,etanercept,C0162768,Product containing fusion protein (product)
C0717758,etanercept,C0162768,Fusion protein-containing product
C0717758,etanercept,C0162768,Product containing fusion protein
C0717758,etanercept,C0162768,Fusion protein product
C0717758,etanercept,C0162768,Chimera Protein
C0717758,etanercept,C0162768,Fusion protein (substance)
C0717758,etanercept,C0717758,etanercept
C0717758,etanercept,C0717758,Tumor Necrosis Factor Receptor IgG Chimera
C0717758,etanercept,C0717758,TNFR-Immunoadhesin
C0717758,etanercept,C0717758,Product containing etanercept (medicinal product)
C0717758,etanercept,C0717758,Etanercept-containing product
C0717758,etanercept,C0717758,Product containing etanercept
C0717758,etanercept,C0717758,Etanercept (Hamster)
C0717758,etanercept,C0717758,Recombinant human TNF
C0717758,etanercept,C0717758,Etanercept product
C0717758,etanercept,C0717758,Etanercept (product)
C0717758,etanercept,C0717758,Etanercept (substance)
C0717758,etanercept,C0717758,TNFR:Fc
C0717758,etanercept,C0717758,ETN
C0717758,etanercept,C0717758,etanercept (Enbrel)
C0717758,etanercept,C0717758,etanercept (medication)
C0717758,etanercept,C0733160,Murine-human monoclonal immunoglobulin G antibody
C0717758,etanercept,C0733160,Murine-human monoclonal immunoglobulin G antibody product
C0717758,etanercept,C0733160,Murine-human monoclonal immunoglobulin G antibody (product)
C0717758,etanercept,C0733160,Murine-human monoclonal immunoglobulin G antibody (substance)
C0717758,etanercept,C0733160,Murine-human monoclonal IgG antibody
C0717758,etanercept,C0733160,Murine-human monoclon antibody
C0717758,etanercept,C0733160,Product containing murine-human monoclonal immunoglobulin G antibody
C0717758,etanercept,C0733160,Product containing murine-human monoclonal immunoglobulin G antibody (product)
C0717758,etanercept,C0733160,Murine-human monoclonal IgG antibody (product)
C0717758,etanercept,C0733160,Murine-human monoclonal IgG antibody (substance)
C0717758,etanercept,C0876248,Immunotherapeutic agent
C0717758,etanercept,C0876248,immunologic preparation
C0717758,etanercept,C0876248,Immunologic agent
C0717758,etanercept,C0876248,agents immunologic
C0717758,etanercept,C0876248,immunological agent
C0717758,etanercept,C0876248,Immunologic agent (product)
C0717758,etanercept,C0876248,Immunologic agent (substance)
C0717758,etanercept,C0876248,Immunotherapeutic agent (product)
C0717758,etanercept,C0876248,Immunotherapeutic agent (substance)
C0717758,etanercept,C1320237,Drug allergens
C0717758,etanercept,C1320237,Drug allergen
C0717758,etanercept,C1320237,Drug allergen (substance)
C0717758,etanercept,C1527392,Immunomodulators
C0717758,etanercept,C1527392,immunomodulator
C0717758,etanercept,C1527392,Immunomodulator-containing product
C0717758,etanercept,C1527392,Product containing immunomodulator
C0717758,etanercept,C1527392,Product containing immunomodulator (product)
C0717758,etanercept,C1527392,Substance with immunomodulator mechanism of action
C0717758,etanercept,C1527392,Substance with immunomodulator mechanism of action (substance)
C0717758,etanercept,C1527392,Immunomodulator product
C0717758,etanercept,C1527392,Immunomodulator (product)
C0717758,etanercept,C1527392,Immunomodulator (substance)
C0717758,etanercept,C1527392,IMMUNOMOD
C0717758,etanercept,C1527392,immunomodulator (medication)
C0717758,etanercept,C1562242,Anti-tumor necrosis factor alpha drug (product)
C0717758,etanercept,C1562242,Tumor necrosis factor alpha inhibitor
C0717758,etanercept,C1562242,Tumour necrosis factor alpha inhibitor
C0717758,etanercept,C1562242,Substance with tumor necrosis factor alpha inhibitor mechanism of action
C0717758,etanercept,C1562242,Substance with tumour necrosis factor alpha inhibitor mechanism of action
C0717758,etanercept,C1562242,Substance with tumor necrosis factor alpha inhibitor mechanism of action (substance)
C0717758,etanercept,C1562242,Product containing tumor necrosis factor alpha inhibitor (product)
C0717758,etanercept,C1562242,Tumor necrosis factor alpha inhibitor-containing product
C0717758,etanercept,C1562242,Product containing tumor necrosis factor alpha inhibitor
C0717758,etanercept,C1562242,Product containing tumour necrosis factor alpha inhibitor
C0717758,etanercept,C1562242,Tumour necrosis factor alpha inhibitor-containing product
C0717758,etanercept,C1562242,Tumor necrosis factor alpha inhibitor product
C0717758,etanercept,C1562242,Tumour necrosis factor alpha inhibitor product
C0717758,etanercept,C1562242,Anti-tumor necrosis factor alpha drug
C0717758,etanercept,C1562242,Anti-tumour necrosis factor alpha drug
C0717758,etanercept,C1562242,Anti-TNF drug
C0717758,etanercept,C1562242,Anti-tumor necrosis factor alpha agent (substance)
C0717758,etanercept,C1562242,Anti-tumor necrosis factor alpha agent
C0717758,etanercept,C1562242,Anti-tumour necrosis factor alpha agent
C0717758,etanercept,C2064752,antiarthritics
C0717758,etanercept,C2064752,antiarthritics (medication)
C0771305,"cyclosporine, modified",C0010592,cyclosporine
C0771305,"cyclosporine, modified",C0010592,Cyclosporin
C0771305,"cyclosporine, modified",C0010592,Ciclosporin
C0771305,"cyclosporine, modified",C0010592,ciclosporins
C0771305,"cyclosporine, modified",C0010592,Cyclosporin A
C0771305,"cyclosporine, modified",C0010592,cyclosporin-A
C0771305,"cyclosporine, modified",C0010592,Cyclosporine A
C0771305,"cyclosporine, modified",C0010592,Ciclosporin A
C0771305,"cyclosporine, modified",C0010592,CYA - Cyclosporin
C0771305,"cyclosporine, modified",C0010592,CSA - Cyclosporin A
C0771305,"cyclosporine, modified",C0010592,CSA - Ciclosporin A
C0771305,"cyclosporine, modified",C0010592,CSA - Cyclosporine A
C0771305,"cyclosporine, modified",C0010592,CYA - Cyclosporin A
C0771305,"cyclosporine, modified",C0010592,CYA - Ciclosporin A
C0771305,"cyclosporine, modified",C0010592,CYA - Cyclosporine A
C0771305,"cyclosporine, modified",C0010592,CyA
C0771305,"cyclosporine, modified",C0010592,Cyclosporin - chemical
C0771305,"cyclosporine, modified",C0010592,Ciclosporin - chemical
C0771305,"cyclosporine, modified",C0010592,Ciclosporina
C0771305,"cyclosporine, modified",C0010592,Ciclosporinum
C0771305,"cyclosporine, modified",C0010592,Ciclosporine
C0771305,"cyclosporine, modified",C0010592,Cyclosporine-containing product
C0771305,"cyclosporine, modified",C0010592,Product containing cyclosporine
C0771305,"cyclosporine, modified",C0010592,Product containing ciclosporin
C0771305,"cyclosporine, modified",C0010592,Ciclosporin-containing product
C0771305,"cyclosporine, modified",C0010592,Product containing ciclosporin (medicinal product)
C0771305,"cyclosporine, modified",C0010592,Cyclosporine Modified
C0771305,"cyclosporine, modified",C0010592,Cyclosporin - chemical (substance)
C0771305,"cyclosporine, modified",C0010592,Cyclosporin product
C0771305,"cyclosporine, modified",C0010592,Cyclosporine product
C0771305,"cyclosporine, modified",C0010592,Cyclosporine (product)
C0771305,"cyclosporine, modified",C0010592,Ciclosporin product
C0771305,"cyclosporine, modified",C0010592,Ciclosporin (substance)
C0771305,"cyclosporine, modified",C0010592,Cyclosporine (substance)
C0771305,"cyclosporine, modified",C0010592,CYSP
C0771305,"cyclosporine, modified",C0010592,CsA
C0771305,"cyclosporine, modified",C0010592,cyclosporine (medication)
C0771305,"cyclosporine, modified",C0010592,cyclosporin-A (medication)
C0771305,"cyclosporine, modified",C0010594,Cyclosporins
C0771305,"cyclosporine, modified",C0010594,Cyclosporine
C0771305,"cyclosporine, modified",C0010594,Cyclosporines
C0771305,"cyclosporine, modified",C0010594,cyclosporines (medication)
C0813196,indomethacin sodium trihydrate,C0003211,"Anti-Inflammatory Agents, Non-Steroidal"
C0813196,indomethacin sodium trihydrate,C0003211,NON-STEROIDAL ANTI-INFLAMMATORY AGENTS
C0813196,indomethacin sodium trihydrate,C0003211,"Non-steroidal anti-inflammatory agent, NOS"
C0813196,indomethacin sodium trihydrate,C0003211,"Agent, Non-Steroidal Anti-Inflammatory"
C0813196,indomethacin sodium trihydrate,C0003211,"Anti-Inflammatory Agent, Non-Steroidal"
C0813196,indomethacin sodium trihydrate,C0003211,Non Steroidal Anti Inflammatory Agent
C0813196,indomethacin sodium trihydrate,C0003211,Non-Steroidal Anti-Inflammatory Agent
C0813196,indomethacin sodium trihydrate,C0003211,Non Steroidal Anti Inflammatory Agents
C0813196,indomethacin sodium trihydrate,C0003211,NSAIDs
C0813196,indomethacin sodium trihydrate,C0003211,NSAID
C0813196,indomethacin sodium trihydrate,C0003211,Non-steroid anti-inflam. drug
C0813196,indomethacin sodium trihydrate,C0003211,NSAID - Non-steroidal anti-inflammatory drug
C0813196,indomethacin sodium trihydrate,C0003211,Non-steroidal anti-inflammatory drug
C0813196,indomethacin sodium trihydrate,C0003211,603-604 NON-STEROIDAL ANTI-INFLAMMATORY AGENTS
C0813196,indomethacin sodium trihydrate,C0003211,NSAID medications
C0813196,indomethacin sodium trihydrate,C0003211,Non-steroidal anti-inflammatory agent (product)
C0813196,indomethacin sodium trihydrate,C0003211,Non-steroidal anti-inflammatory agent (substance)
C0813196,indomethacin sodium trihydrate,C0003211,Non-steroidal anti-inflammatory product
C0813196,indomethacin sodium trihydrate,C0003211,Non-steroidal anti-inflammatory product (substance)
C0813196,indomethacin sodium trihydrate,C0003211,"Anti Inflammatory Agents, Nonsteroidal"
C0813196,indomethacin sodium trihydrate,C0003211,Nonsteroidal anti-inflammatory agents
C0813196,indomethacin sodium trihydrate,C0003211,Nonsteroidal anti-inflammatory agent
C0813196,indomethacin sodium trihydrate,C0003211,"Agent, Nonsteroidal Anti-Inflammatory"
C0813196,indomethacin sodium trihydrate,C0003211,"Anti-Inflammatory Agent, Nonsteroidal"
C0813196,indomethacin sodium trihydrate,C0003211,Nonsteroidal Anti Inflammatory Agent
C0813196,indomethacin sodium trihydrate,C0003211,Nonsteroidal Anti Inflammatory Agents
C0813196,indomethacin sodium trihydrate,C0003211,"Antiinflammatory Agents, Non Steroidal"
C0813196,indomethacin sodium trihydrate,C0003211,"Antiinflammatory Agents, Nonsteroidal"
C0813196,indomethacin sodium trihydrate,C0003211,NONSTEROIDAL ANTIINFLAMMATORY AGENTS
C0813196,indomethacin sodium trihydrate,C0003211,ANTIINFLAMMATORY AGENTS NONSTEROIDAL
C0813196,indomethacin sodium trihydrate,C0003211,nonsteroidal antiinflammatory agent
C0813196,indomethacin sodium trihydrate,C0003211,Nonsteroidal Anti-inflammatory Drugs
C0813196,indomethacin sodium trihydrate,C0003211,nonsteroidal anti-inflammatory drug
C0813196,indomethacin sodium trihydrate,C0003211,Nonsteroidal Antiinflammatory Drug
C0813196,indomethacin sodium trihydrate,C0003211,Nonsteroidal antiinflammatory drugs
C0813196,indomethacin sodium trihydrate,C0003211,ANTI INFLAMM AGENTS NONSTEROIDAL
C0813196,indomethacin sodium trihydrate,C0003211,NSAIA
C0813196,indomethacin sodium trihydrate,C0003211,ANTIINFLAMM AGENTS NON STEROIDAL
C0813196,indomethacin sodium trihydrate,C0003211,NON STEROIDAL ANTI INFLAMM AGENTS
C0813196,indomethacin sodium trihydrate,C0003211,AIANS
C0813196,indomethacin sodium trihydrate,C0003211,nonsteroidal anti-inflammatory drugs (medication)
C0813196,indomethacin sodium trihydrate,C0003211,Non-steroidal anti-inflammatory drug (substance)
C0813196,indomethacin sodium trihydrate,C0003211,nonsteroidal anti-inflammatory drugs (NSAIDs)
C0813196,indomethacin sodium trihydrate,C0014994,ethyl ether
C0813196,indomethacin sodium trihydrate,C0014994,"Ether, Ethyl"
C0813196,indomethacin sodium trihydrate,C0014994,Diethyl Ether
C0813196,indomethacin sodium trihydrate,C0014994,"Ether, Diethyl"
C0813196,indomethacin sodium trihydrate,C0014994,ether
C0813196,indomethacin sodium trihydrate,C0014994,"Ether, NOS"
C0813196,indomethacin sodium trihydrate,C0014994,"Ethane, 1,1'-oxybis-"
C0813196,indomethacin sodium trihydrate,C0014994,sulfuric ether
C0813196,indomethacin sodium trihydrate,C0014994,Solvent ether
C0813196,indomethacin sodium trihydrate,C0014994,Ether solvent
C0813196,indomethacin sodium trihydrate,C0014994,Ether-containing product
C0813196,indomethacin sodium trihydrate,C0014994,Product containing ether
C0813196,indomethacin sodium trihydrate,C0014994,Product containing ether (product)
C0813196,indomethacin sodium trihydrate,C0014994,Ether product
C0813196,indomethacin sodium trihydrate,C0014994,Solvent ether (product)
C0813196,indomethacin sodium trihydrate,C0014994,Solvent ether (substance)
C0813196,indomethacin sodium trihydrate,C0014994,Ether (substance)
C0813196,indomethacin sodium trihydrate,C0021246,indomethacin
C0813196,indomethacin sodium trihydrate,C0021246,Indometacin
C0813196,indomethacin sodium trihydrate,C0021246,"1H-Indole-3-acetic acid, 1-(4-chlorobenzoyl)-5-methoxy-2-methyl-"
C0813196,indomethacin sodium trihydrate,C0021246,Indomethacin product
C0813196,indomethacin sodium trihydrate,C0021246,Indometacin product
C0813196,indomethacin sodium trihydrate,C0021246,Indomethacin (product)
C0813196,indomethacin sodium trihydrate,C0021246,1-(p-chlorobenzoyl)-5-methoxy-2-methylindole-3-acetic acid
C0813196,indomethacin sodium trihydrate,C0021246,Indometacine
C0813196,indomethacin sodium trihydrate,C0021246,Indometacina
C0813196,indomethacin sodium trihydrate,C0021246,Indometacinum
C0813196,indomethacin sodium trihydrate,C0021246,{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methyl-1H-indol-3-yl}acetic acid
C0813196,indomethacin sodium trihydrate,C0021246,Indomethacin-containing product
C0813196,indomethacin sodium trihydrate,C0021246,Product containing indomethacin
C0813196,indomethacin sodium trihydrate,C0021246,Product containing indometacin
C0813196,indomethacin sodium trihydrate,C0021246,Indometacin-containing product
C0813196,indomethacin sodium trihydrate,C0021246,Product containing indometacin (medicinal product)
C0813196,indomethacin sodium trihydrate,C0021246,Indomethacin product (substance)
C0813196,indomethacin sodium trihydrate,C0021246,Indometacin (substance)
C0813196,indomethacin sodium trihydrate,C0021246,Indomethacin (substance)
C0813196,indomethacin sodium trihydrate,C0021246,INDO
C0813196,indomethacin sodium trihydrate,C0021246,1-(4-chlorobenzoyl)-5-methoxy- 2-methyl-1-H-indole-3-acetic acid
C0813196,indomethacin sodium trihydrate,C0021246,indomethacin (medication)
C0813196,indomethacin sodium trihydrate,C0085387,Cyclooxygenase Inhibitors
C0813196,indomethacin sodium trihydrate,C0085387,Cyclooxygenase inhibitor
C0813196,indomethacin sodium trihydrate,C0085387,"Inhibitor, Cyclooxygenase"
C0813196,indomethacin sodium trihydrate,C0085387,"Inhibitors, Cyclooxygenase"
C0813196,indomethacin sodium trihydrate,C0085387,Prostaglandin Synthesis Antagonists
C0813196,indomethacin sodium trihydrate,C0085387,"Antagonist, Prostaglandin Synthesis"
C0813196,indomethacin sodium trihydrate,C0085387,Prostaglandin Synthesis Antagonist
C0813196,indomethacin sodium trihydrate,C0085387,"Synthesis Antagonist, Prostaglandin"
C0813196,indomethacin sodium trihydrate,C0085387,"Antagonists, Prostaglandin Synthesis"
C0813196,indomethacin sodium trihydrate,C0085387,Prostaglandin Endoperoxide Synthase Inhibitors
C0813196,indomethacin sodium trihydrate,C0085387,Prostaglandin-endoperoxide synthase inhibitor
C0813196,indomethacin sodium trihydrate,C0085387,Prostaglandin Endoperoxide Synthase Inhibitor
C0813196,indomethacin sodium trihydrate,C0085387,"Inhibitors, Prostaglandin Endoperoxide Synthase"
C0813196,indomethacin sodium trihydrate,C0085387,"Inhibitors, Prostaglandin-Endoperoxide Synthase"
C0813196,indomethacin sodium trihydrate,C0085387,Prostaglandin Synthase Inhibitors
C0813196,indomethacin sodium trihydrate,C0085387,inhibitors prostaglandin synthase
C0813196,indomethacin sodium trihydrate,C0085387,"Inhibitor, Prostaglandin Synthase"
C0813196,indomethacin sodium trihydrate,C0085387,Prostaglandin Synthase Inhibitor
C0813196,indomethacin sodium trihydrate,C0085387,"Synthase Inhibitor, Prostaglandin"
C0813196,indomethacin sodium trihydrate,C0085387,"Inhibitors, Prostaglandin Synthase"
C0813196,indomethacin sodium trihydrate,C0085387,Prostaglandin G/H Synthase Inhibitor
C0813196,indomethacin sodium trihydrate,C0085387,PTGS inhibitor
C0813196,indomethacin sodium trihydrate,C0085387,Substance with prostaglandin-endoperoxide synthase inhibitor mechanism of action (substance)
C0813196,indomethacin sodium trihydrate,C0085387,Cyclo-Oxygenase Inhibitors
C0813196,indomethacin sodium trihydrate,C0085387,Cyclo Oxygenase Inhibitors
C0813196,indomethacin sodium trihydrate,C0085387,Cyclo Oxygenase Inhibitor
C0813196,indomethacin sodium trihydrate,C0085387,Cyclo-Oxygenase Inhibitor
C0813196,indomethacin sodium trihydrate,C0085387,"Inhibitor, Cyclo-Oxygenase"
C0813196,indomethacin sodium trihydrate,C0085387,"Inhibitors, Cyclo Oxygenase"
C0813196,indomethacin sodium trihydrate,C0085387,"Inhibitors, Cyclo-Oxygenase"
C0813196,indomethacin sodium trihydrate,C0085387,PG SYN ANTAG
C0813196,indomethacin sodium trihydrate,C0085387,CYCLO OXYGENASE INHIB
C0813196,indomethacin sodium trihydrate,C0085387,INHIB CYCLO OXYGENASE
C0813196,indomethacin sodium trihydrate,C0085387,CYCLOOXYGENASE INHIB
C0813196,indomethacin sodium trihydrate,C0085387,INHIB CYCLOOXYGENASE
C0813196,indomethacin sodium trihydrate,C0085387,INHIB PG ENDOPEROXIDE SYNTHASE
C0813196,indomethacin sodium trihydrate,C0085387,PG ENDOPEROXIDE SYNTHASE INHIB
C0813196,indomethacin sodium trihydrate,C0085387,INHIB PG SYNTHASE
C0813196,indomethacin sodium trihydrate,C0085387,PG SYNTHASE INHIB
C0813196,indomethacin sodium trihydrate,C0085387,COX inhibitor
C0813196,indomethacin sodium trihydrate,C0085387,Clyclooxygenases Inhibitor
C0813196,indomethacin sodium trihydrate,C0244167,chlorobenzene
C0813196,indomethacin sodium trihydrate,C0244167,monochlorobenzene
C0813196,indomethacin sodium trihydrate,C0244167,Chlorobenzene (substance)
C0813196,indomethacin sodium trihydrate,C0982211,indomethacin sodium
C0813196,indomethacin sodium trihydrate,C0982211,Indometacin sodium
C0813196,indomethacin sodium trihydrate,C0982211,Indometacin sodium (substance)
C0813196,indomethacin sodium trihydrate,C0982211,indomethacin sodium (medication)
C0813196,indomethacin sodium trihydrate,C5547272,Ether structure-containing product
C0813196,indomethacin sodium trihydrate,C5547272,Product containing substance with ether structure (product)
C0813196,indomethacin sodium trihydrate,C5547272,Substance with ether structure (substance)
C0813196,indomethacin sodium trihydrate,C5547272,Substance with ether structure
C0886809,enalaprilat anhydrous,C0003015,Angiotensin-Converting Enzyme Inhibitors
C0886809,enalaprilat anhydrous,C0003015,Angiotensin converting enzyme--Inhibitors
C0886809,enalaprilat anhydrous,C0003015,Angiotensin Converting Enzyme Inhibitors
C0886809,enalaprilat anhydrous,C0003015,Angiotensin-converting enzyme inhibitor
C0886809,enalaprilat anhydrous,C0003015,angiotensin converting enzyme inhibitor
C0886809,enalaprilat anhydrous,C0003015,"Enzyme Inhibitor, Angiotensin-Converting"
C0886809,enalaprilat anhydrous,C0003015,"Inhibitor, Angiotensin-Converting Enzyme"
C0886809,enalaprilat anhydrous,C0003015,"Enzyme Inhibitors, Angiotensin-Converting"
C0886809,enalaprilat anhydrous,C0003015,"Inhibitors, Angiotensin Converting Enzyme"
C0886809,enalaprilat anhydrous,C0003015,"Inhibitors, Angiotensin-Converting Enzyme"
C0886809,enalaprilat anhydrous,C0003015,"Antagonists, Angiotensin-Converting Enzyme"
C0886809,enalaprilat anhydrous,C0003015,"Antagonists, Angiotensin Converting Enzyme"
C0886809,enalaprilat anhydrous,C0003015,Angiotensin Converting Enzyme Antagonists
C0886809,enalaprilat anhydrous,C0003015,Angiotensin-Converting Enzyme Antagonists
C0886809,enalaprilat anhydrous,C0003015,"Enzyme Antagonists, Angiotensin-Converting"
C0886809,enalaprilat anhydrous,C0003015,Angiotensin I-Converting Enzyme Inhibitors
C0886809,enalaprilat anhydrous,C0003015,Angiotensin I-Converting Enzyme Inhibitor
C0886809,enalaprilat anhydrous,C0003015,Angiotensin I Converting Enzyme Inhibitor
C0886809,enalaprilat anhydrous,C0003015,Angiotensin I Converting Enzyme Inhibitors
C0886809,enalaprilat anhydrous,C0003015,Kininase II Antagonists
C0886809,enalaprilat anhydrous,C0003015,"Antagonists, Kininase II"
C0886809,enalaprilat anhydrous,C0003015,Kininase II Inhibitors
C0886809,enalaprilat anhydrous,C0003015,"II Inhibitor, Kininase"
C0886809,enalaprilat anhydrous,C0003015,"Inhibitor, Kininase II"
C0886809,enalaprilat anhydrous,C0003015,Kininase II Inhibitor
C0886809,enalaprilat anhydrous,C0003015,"Inhibitors, Kininase II"
C0886809,enalaprilat anhydrous,C0003015,ACE Inhibitors
C0886809,enalaprilat anhydrous,C0003015,ACE inhibitor
C0886809,enalaprilat anhydrous,C0003015,"ACE inhibitor, NOS"
C0886809,enalaprilat anhydrous,C0003015,"Inhibitor, ACE"
C0886809,enalaprilat anhydrous,C0003015,ACE-inhibitor
C0886809,enalaprilat anhydrous,C0003015,"Inhibitors, ACE"
C0886809,enalaprilat anhydrous,C0003015,"Angiotensin-converting enzyme inhibitor agent, NOS"
C0886809,enalaprilat anhydrous,C0003015,Angiotensin-converting enzyme inhibitor agent
C0886809,enalaprilat anhydrous,C0003015,Substance with angiotensin-converting enzyme inhibitor mechanism of action (substance)
C0886809,enalaprilat anhydrous,C0003015,Substance with angiotensin-converting enzyme inhibitor mechanism of action
C0886809,enalaprilat anhydrous,C0003015,ACE inhibitor product
C0886809,enalaprilat anhydrous,C0003015,Angiotensin-converting enzyme inhibitor product
C0886809,enalaprilat anhydrous,C0003015,Angiotensin-converting enzyme inhibitor-containing product
C0886809,enalaprilat anhydrous,C0003015,Product containing angiotensin-converting enzyme inhibitor
C0886809,enalaprilat anhydrous,C0003015,Product containing angiotensin-converting enzyme inhibitor (product)
C0886809,enalaprilat anhydrous,C0003015,ACE inhibitors (medication)
C0886809,enalaprilat anhydrous,C0003015,Angiotensin-converting enzyme inhibitor agent (product)
C0886809,enalaprilat anhydrous,C0003015,Angiotensin-converting enzyme inhibitor agent (substance)
C0886809,enalaprilat anhydrous,C0003015,Angiotensin-converting Enzyme (ACE) Inhibitors
C0886809,enalaprilat anhydrous,C0003015,ANGIOTENSIN CONVERTING ENZYME ANTAG
C0886809,enalaprilat anhydrous,C0003015,ANTAG ANGIOTENSIN CONVERTING ENZYME
C0886809,enalaprilat anhydrous,C0003015,KININASE II ANTAG
C0886809,enalaprilat anhydrous,C0003015,ANTAG KININASE II
C0886809,enalaprilat anhydrous,C0003015,INHIB KININASE II
C0886809,enalaprilat anhydrous,C0003015,KININASE II INHIB
C0886809,enalaprilat anhydrous,C0003015,INHIB ANGIOTENSIN CONVERTING ENZYME
C0886809,enalaprilat anhydrous,C0003015,ANGIOTENSIN I CONVERTING ENZYME INHIB
C0886809,enalaprilat anhydrous,C0003015,ACE INHIB
C0886809,enalaprilat anhydrous,C0003015,INHIB ACE
C0887187,"ibuprofen, sodium salt",C0020740,ibuprofen
C0887187,"ibuprofen, sodium salt",C0020740,(±)-ibuprofen
C0887187,"ibuprofen, sodium salt",C0020740,alpha-Methyl-4-(2-methylpropyl)benzeneacetic Acid
C0887187,"ibuprofen, sodium salt",C0020740,"Benzeneacetic acid, alpha-methyl-4-(2-methylpropyl)-"
C0887187,"ibuprofen, sodium salt",C0020740,Propionic acid-ibuprofen
C0887187,"ibuprofen, sodium salt",C0020740,p-Isobutylhydratropic acid
C0887187,"ibuprofen, sodium salt",C0020740,(±)-p-isobutylhydratropic acid
C0887187,"ibuprofen, sodium salt",C0020740,(.+ -.)-p-Isobutylhydratropic acid
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [cns analgesic]
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [cns analgesic] [see j28..]
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [musc-skel]
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [musculoskeletal use]
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen product
C0887187,"ibuprofen, sodium salt",C0020740,ibuprofen products
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen (product)
C0887187,"ibuprofen, sodium salt",C0020740,2-(4-isobutylphenyl)propanoic acid
C0887187,"ibuprofen, sodium salt",C0020740,(RS)-ibuprofen
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprophen
C0887187,"ibuprofen, sodium salt",C0020740,(±)-2-(p-isobutylphenyl)propionic acid
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen PMR
C0887187,"ibuprofen, sodium salt",C0020740,4-isobutylhydratropic acid
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [musc-skel use 2]
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [musculoskeletal use 2]
C0887187,"ibuprofen, sodium salt",C0020740,α-(4-isobutylphenyl)propionic acid
C0887187,"ibuprofen, sodium salt",C0020740,α-(p-isobutylphenyl)propionic acid
C0887187,"ibuprofen, sodium salt",C0020740,(4-isobutylphenyl)-α-methylacetic acid
C0887187,"ibuprofen, sodium salt",C0020740,(±)-α-methyl-4-(2-methylpropyl)benzeneacetic acid
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen-containing product
C0887187,"ibuprofen, sodium salt",C0020740,Product containing ibuprofen
C0887187,"ibuprofen, sodium salt",C0020740,Product containing ibuprofen (medicinal product)
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofene
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofenum
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofeno
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [musculoskeletal use 2] (product)
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [musculoskeletal use 2] (substance)
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [cns analgesic] [see j28..] (product)
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [cns analgesic] [see j28..] (substance)
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [musculoskeletal use] (product)
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen [musculoskeletal use] (substance)
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen product (substance)
C0887187,"ibuprofen, sodium salt",C0020740,Ibuprofen (substance)
