Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
annual | annual assessment | [C0332181] | [C3845682]| [ temporal concept ]  |  [ health care activity ]  | 138362 | 138362
ryden | ryden | [C2681309] | [C2681309]| [ gene or genome ]  |  [ gene or genome ]  | 36163 | 36163
initiatives | initiatives | [C0424093] | [C0424093]| [ mental process ]  |  [ mental process ]  | 301617 | 301617
hepatic | hepatic | [C0205054] | [C0205054]| [ body location or region ]  |  [ body location or region ]  | 25983 | 25983
gentle | gentle | [C0720654] | [C0720654]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 126788 | 126788
additional information | additional information | [C1546922, C1706499] | [C1546922, C1706499]| [ temporal concept ]  ;  [ intellectual product ]  |  [ temporal concept ]  ;  [ intellectual product ]  | 160230 | 160230
clinical protocols | clinical protocols | [C0008971] | [C0008971]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 373832 | 373832
illicit drug use | illicit drug use | [C0281875] | [C0281875]| [ mental or behavioral dysfunction ]  |  [ mental or behavioral dysfunction ]  | 170798 | 170798
age at diagnosis | age at diagnosis | [C1828181] | [C1828181]| [ clinical attribute ]  |  [ clinical attribute ]  | 444824 | 444824
acta | acta | [C1412136] | [C1412136]| [ gene or genome ]  |  [ gene or genome ]  | 182465 | 182465
nail | nail deformity | [C1425360, C1432728] | [C0240434]| [ gene or genome ]  ;  [ amino acid, peptide, or protein / immunologic factor / receptor ]  |  [ disease or syndrome ]  | 171740 | 171740
investigating | investigating | [C1292732] | [C1292732]| [ functional concept ]  |  [ functional concept ]  | 199686 | 199686
sampling | sampling | [C0870078] | [C0870078]| [ idea or concept ]  |  [ idea or concept ]  | 109887 | 109887
pregnancy | pregnancy care | [C0549206] | [C0374764]| [ finding ]  |  [ health care activity ]  | 178852 | 178852
apy | apy | [C1417327] | [C1417327]| [ gene or genome ]  |  [ gene or genome ]  | 3691 | 3691
completed | completed | [C1556116, C1556117] | [C1556116, C1556117]| [ idea or concept ]  ;  [ idea or concept ]  |  [ idea or concept ]  ;  [ idea or concept ]  | 268808 | 268808
demand | demand | [C0699784] | [C0699784]| [ idea or concept ]  |  [ idea or concept ]  | 139413 | 139413
photographs | photographs | [C1548899] | [C1548899]| [ health care activity ]  |  [ health care activity ]  | 436377 | 436377
not recommended | not recommended | [C3846195] | [C3846195]| [ finding ]  |  [ finding ]  | 133408 | 133408
middle east | middle east | [C0026068] | [C0026068]| [ geographic area ]  |  [ geographic area ]  | 130864 | 130864
blocking drugs | blocking drugs | [C2955666] | [C2955666]| [ functional concept ]  |  [ functional concept ]  | 182213 | 182213
letter | letter | [C1096774] | [C1096774]| [ intellectual product ]  |  [ intellectual product ]  | 80201 | 80201
grade | grade | [C0919553] | [C0919553]| [ classification ]  |  [ classification ]  | 11347 | 11347
gently | gently | [C1638411] | [C1638411]| [ qualitative concept ]  |  [ qualitative concept ]  | 81159 | 81159
choices | choices | [C0008300] | [C0008300]| [ individual behavior ]  |  [ individual behavior ]  | 18053 | 18053
randomized | randomized controlled trial | [C0034656] | [C1096777]| [ research activity ]  |  [ intellectual product ]  | 11165 | 11165
days per week | days per week | [C0677547] | [C0677547]| [ temporal concept ]  |  [ temporal concept ]  | 144446 | 144446
photography | photography | [C0031749] | [C0031749]| [ occupational activity ]  |  [ occupational activity ]  | 165482 | 165482
treatment of foot | treatment of foot | [C2067332] | [C2067332]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 461198 | 461198
annually | annually | [C0332181] | [C0332181]| [ temporal concept ]  |  [ temporal concept ]  | 135516 | 135516
systemic | systemic | [C0205373] | [C0205373]| [ functional concept ]  |  [ functional concept ]  | 173909 | 173909
mobility | mobility | [C0425245, C0449580] | [C0425245, C0449580]| [ finding ]  ;  [ qualitative concept ]  |  [ finding ]  ;  [ qualitative concept ]  | 489817 | 489817
increased | increased physical activity | [C0442805] | [C4039165]| [ functional concept ]  |  [ finding ]  | 299749 | 299749
dublin | dublin | [C0454777] | [C0454777]| [ geographic area ]  |  [ geographic area ]  | 127352 | 127352
doses | doses | [C0178602] | [C0178602]| [ quantitative concept ]  |  [ quantitative concept ]  | 153235 | 153235
psychological therapy | psychological therapy | [C0841584] | [C0841584]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 291700 | 291700
frequently | frequently | [C0332183] | [C0332183]| [ temporal concept ]  |  [ temporal concept ]  | 75290 | 75290
gastro- | gastro- | [C0038351] | [C0038351]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 151841 | 151841
risk score | risk score | [C5392186] | [C5392186]| [ finding ]  |  [ finding ]  | 252801 | 252801
arb | arb | [C1264693] | [C1264693]| [ qualitative concept ]  |  [ qualitative concept ]  | 31843 | 31843
increases | increases | [C0442805] | [C0442805]| [ functional concept ]  |  [ functional concept ]  | 40416 | 40416
fertile | fertile | [C0015895] | [C0015895]| [ organism function ]  |  [ organism function ]  | 179432 | 179432
rst | rst | [C1425219] | [C1425219]| [ gene or genome ]  |  [ gene or genome ]  | 17870 | 17870
diversity | diversity | [C1880371] | [C1880371]| [ qualitative concept ]  |  [ qualitative concept ]  | 236644 | 236644
endpoint | endpoint | [C2349179] | [C2349179]| [ qualitative concept ]  |  [ qualitative concept ]  | 196398 | 196398
psychological assessment | psychological assessment | [C0204452] | [C0204452]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 142236 | 142236
fruits | fruits | [C0016767] | [C0016767]| [ food ]  |  [ food ]  | 253306 | 253306
endothelial | endothelial | [C0014257] | [C0014257]| [ tissue ]  |  [ tissue ]  | 436863 | 436863
taken | taken | [C1883727] | [C1883727]| [ conceptual entity ]  |  [ conceptual entity ]  | 27816 | 27816
arm | arm | [C1140618, C1269078, C1269612] | [C1140618, C1269078, C1269612]| [ body part, organ, or organ component ]  ;  [ body part, organ, or organ component ]  ;  [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  ;  [ body part, organ, or organ component ]  ;  [ body part, organ, or organ component ]  | 3061 | 3061
psychologist | psychologist | [C0033908] | [C0033908]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 141891 | 141891
cleveland | cleveland | [C0454845] | [C0454845]| [ geographic area ]  |  [ geographic area ]  | 78748 | 78748
detection | detection | [C1511790] | [C1511790]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 5385 | 5385
other medical | other medical | [C3841442] | [C3841442]| [ finding ]  |  [ finding ]  | 181104 | 181104
esteem | esteem | [C0679133] | [C0679133]| [ social behavior ]  |  [ social behavior ]  | 490263 | 490263
complications | complications | [C1171258] | [C1171258]| [ functional concept ]  |  [ functional concept ]  | 7843 | 7843
telmisartan | telmisartan | [C0248719] | [C0248719]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 404699 | 404699
nateglinide | nateglinide | [C0903898] | [C0903898]| [ amino acid, peptide, or protein / pharmacologic substance ]  |  [ amino acid, peptide, or protein / pharmacologic substance ]  | 57678 | 57678
intolerance | intolerance | [C1547317, C1547543, C1744706] | [C1547317, C1547543, C1744706]| [ intellectual product ]  ;  [ idea or concept ]  ;  [ finding ]  |  [ intellectual product ]  ;  [ idea or concept ]  ;  [ finding ]  | 151859 | 151859
empower | empower | [C0562342, C0562346] | [C0562342, C0562346]| [ mental process ]  ;  [ finding ]  |  [ mental process ]  ;  [ finding ]  | 187241 | 187241
independent of | independent of | [C0332291] | [C0332291]| [ functional concept ]  |  [ functional concept ]  | 193255 | 193255
call | call | [C1413393] | [C1413393]| [ gene or genome ]  |  [ gene or genome ]  | 42078 | 42078
clawed toes | clawed toes | [C0158461] | [C0158461]| [ acquired abnormality ]  |  [ acquired abnormality ]  | 171605 | 171605
advice to | advice to | [C0150600] | [C0150600]| [ health care activity ]  |  [ health care activity ]  | 179554 | 179554
partners | partners | [C0682323] | [C0682323]| [ family group ]  |  [ family group ]  | 52941 | 52941
two or more | two or more | [C3844700] | [C3844700]| [ finding ]  |  [ finding ]  | 456019 | 456019
ash | ash | [C0205700] | [C0205700]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 32080 | 32080
ask | ask questions | [C1172410, C1332118] | [C0566217]| [ amino acid, peptide, or protein / biologically active substance ]  ;  [ gene or genome ]  |  [ finding ]  | 135202 | 135202
asp | asp | [C1332656, C1412581, C1412591, C1425978] | [C1332656, C1412581, C1412591, C1425978]| [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 32084 | 32084
j-shaped | j-shaped | [C0439637] | [C0439637]| [ spatial concept ]  |  [ spatial concept ]  | 393325 | 393325
both feet | both feet | [C0230473] | [C0230473]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 173170 | 173170
through | through | [C1550549] | [C1550549]| [ intellectual product ]  |  [ intellectual product ]  | 8825 | 8825
ast | ast | [C1185650, C1415181, C1420113] | [C1185650, C1415181, C1420113]| [ body space or junction ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ body space or junction ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 5749 | 5749
engagement | engagement | [C0425152] | [C0425152]| [ finding ]  |  [ finding ]  | 139057 | 139057
castle | castle | [C1266100] | [C1266100]| [ neoplastic process ]  |  [ neoplastic process ]  | 123811 | 123811
strength | strength | [C0808080] | [C0808080]| [ idea or concept ]  |  [ idea or concept ]  | 25413 | 25413
centered | centered | [C0205099] | [C0205099]| [ spatial concept ]  |  [ spatial concept ]  | 378543 | 378543
electrolyte disturbance | electrolyte disturbance | [C1704431] | [C1704431]| [ pathologic function ]  |  [ pathologic function ]  | 158466 | 158466
organisation | organisation | [C0029237] | [C0029237]| [ physiologic function ]  |  [ physiologic function ]  | 242282 | 242282
cant | cant | [C2825972] | [C2825972]| [ finding ]  |  [ finding ]  | 11097 | 11097
repeated | repeated | [C0205341] | [C0205341]| [ functional concept ]  |  [ functional concept ]  | 133960 | 133960
source document | source document | [C4684776] | [C4684776]| [ intellectual product ]  |  [ intellectual product ]  | 132216 | 132216
debate | debate | [C0870392] | [C0870392]| [ activity ]  |  [ activity ]  | 195044 | 195044
atc | atc | [C0919524] | [C0919524]| [ gene or genome ]  |  [ gene or genome ]  | 90797 | 90797
lowing | lowing | [C0234886] | [C0234886]| [ physiologic function ]  |  [ physiologic function ]  | 3861 | 3861
view | view | [C0449911] | [C0449911]| [ spatial concept ]  |  [ spatial concept ]  | 4746 | 4746
either | either | [C3844638] | [C3844638]| [ finding ]  |  [ finding ]  | 5737 | 5737
ate | ate | [C1705846] | [C1705846]| [ gene or genome ]  |  [ gene or genome ]  | 3089 | 3089
pregnant women | pregnant women | [C0033011] | [C0033011]| [ population group ]  |  [ population group ]  | 184167 | 184167
unrestricted | unrestricted | [C3858706] | [C3858706]| [ idea or concept ]  |  [ idea or concept ]  | 239 | 239
ttc1 | ttc1 | [C1421212] | [C1421212]| [ gene or genome ]  |  [ gene or genome ]  | 311950 | 311950
food consumption | food consumption | [C2983605] | [C2983605]| [ finding ]  |  [ finding ]  | 372658 | 372658
capillary blood sample | capillary blood sample | [C0419342, C0444254] | [C0419342, C0444254]| [ health care activity ]  ;  [ body substance ]  |  [ health care activity ]  ;  [ body substance ]  | 149090 | 149090
helpful | helpful | [C3898897] | [C3898897]| [ qualitative concept ]  |  [ qualitative concept ]  | 96800 | 96800
recurrent | recurrent | [C1455761] | [C1455761]| [ temporal concept ]  |  [ temporal concept ]  | 406102 | 406102
sf-36 | sf-36 | [C1519136] | [C1519136]| [ intellectual product ]  |  [ intellectual product ]  | 289836 | 289836
estimates | estimates | [C0750572] | [C0750572]| [ quantitative concept ]  |  [ quantitative concept ]  | 256442 | 256442
indicator indicator | indicator indicator | [C0326230] | [C0326230]| [ bird ]  |  [ bird ]  | 250565 | 250565
courses | courses | [C0750729] | [C0750729]| [ temporal concept ]  |  [ temporal concept ]  | 512206 | 512206
prevention program | prevention program | [C0679717] | [C0679717]| [ intellectual product ]  |  [ intellectual product ]  | 244359 | 244359
statistic | statistic | [C2348149] | [C2348149]| [ quantitative concept ]  |  [ quantitative concept ]  | 47812 | 47812
body mass index | body mass index | [C1305855] | [C1305855]| [ clinical attribute ]  |  [ clinical attribute ]  | 95356 | 95356
telephone | telephone | [C1515258, C1548940, C1576871, C1576872] | [C1515258, C1548940, C1576871, C1576872]| [ intellectual product ]  ;  [ idea or concept ]  ;  [ intellectual product ]  ;  [ idea or concept ]  |  [ intellectual product ]  ;  [ idea or concept ]  ;  [ intellectual product ]  ;  [ idea or concept ]  | 136163 | 136163
significant | significant | [C0750502] | [C0750502]| [ idea or concept ]  |  [ idea or concept ]  | 11090 | 11090
worse | worse | [C1279889, C1457868] | [C1279889, C1457868]| [ finding ]  ;  [ finding ]  |  [ finding ]  ;  [ finding ]  | 166142 | 166142
arbitration | arbitration | [C0085837] | [C0085837]| [ occupational activity ]  |  [ occupational activity ]  | 44464 | 44464
difficulty | difficulty | [C1299586] | [C1299586]| [ finding ]  |  [ finding ]  | 171547 | 171547
digital photography | digital photography | [C1511958] | [C1511958]| [ occupational activity ]  |  [ occupational activity ]  | 437787 | 437787
priority health | priority health | [C0018736] | [C0018736]| [ qualitative concept ]  |  [ qualitative concept ]  | 5595 | 5595
mom2 | mom2 | [C1412647] | [C1412647]| [ gene or genome ]  |  [ gene or genome ]  | 149727 | 149727
mom1 | mom1 | [C1335221] | [C1335221]| [ gene or genome ]  |  [ gene or genome ]  | 149657 | 149657
health benefits | health benefits | [C0086387] | [C0086387]| [ quantitative concept ]  |  [ quantitative concept ]  | 46785 | 46785
parameters | parameters | [C0449381] | [C0449381]| [ finding ]  |  [ finding ]  | 119160 | 119160
benefits | benefits of treatment | [C0814225] | [C4688489]| [ quantitative concept ]  |  [ idea or concept ]  | 46308 | 46308
triglyceride | serum triglyceride levels | [C0041004] | [C1287372]| [ organic chemical / biologically active substance ]  |  [ laboratory or test result ]  | 411849 | 411843
gastrointestinal tract | gastrointestinal tract | [C1281182] | [C1281182]| [ body system ]  |  [ body system ]  | 300750 | 300750
mood | mood disturbances | [C0026516] | [C2939186]| [ mental process ]  |  [ mental or behavioral dysfunction ]  | 497017 | 497017
medical nutrition therapy | medical nutrition therapy | [C1257928] | [C1257928]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 17643 | 17643
book | book | [C0006002] | [C0006002]| [ intellectual product ]  |  [ intellectual product ]  | 135724 | 135724
description | description | [C0678257] | [C0678257]| [ intellectual product ]  |  [ intellectual product ]  | 63071 | 63071
edition | edition | [C0441792] | [C0441792]| [ intellectual product ]  |  [ intellectual product ]  | 339616 | 339616
critique | critique | [C0010341] | [C0010341]| [ research activity ]  |  [ research activity ]  | 285634 | 285634
outpatient clinic | outpatient clinic | [C0002424] | [C0002424]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 100559 | 100559
dulaglutide | dulaglutide | [C3179549] | [C3179549]| [ amino acid, peptide, or protein / pharmacologic substance ]  |  [ amino acid, peptide, or protein / pharmacologic substance ]  | 201542 | 201542
care provision | care provision | [C0729338] | [C0729338]| [ health care activity ]  |  [ health care activity ]  | 468390 | 468390
street | street | [C1301826] | [C1301826]| [ intellectual product ]  |  [ intellectual product ]  | 79664 | 79664
surrogate | surrogate | [C4053457] | [C4053457]| [ family group ]  |  [ family group ]  | 247076 | 247076
moved from | moved from | [C1269909] | [C1269909]| [ functional concept ]  |  [ functional concept ]  | 408118 | 408118
antihyperglycemic agent | antihyperglycemic agent | [C0020616] | [C0020616]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 17373 | 17373
african americans | african americans | [C0085756] | [C0085756]| [ population group ]  |  [ population group ]  | 308535 | 308535
glucose strips | glucose strips | [C0182876] | [C0182876]| [ indicator, reagent, or diagnostic aid ]  |  [ indicator, reagent, or diagnostic aid ]  | 149034 | 149034
contraindications | contraindications | [C1301624] | [C1301624]| [ finding ]  |  [ finding ]  | 294848 | 294848
resting | resting heart rate | [C1512899] | [C1821417]| [ cell ]  |  [ finding ]  | 177746 | 177746
demonstrable | demonstrable | [C0332265] | [C0332265]| [ functional concept ]  |  [ functional concept ]  | 310405 | 310405
20-25 | 20-25 | [C3843388] | [C3843388]| [ finding ]  |  [ finding ]  | 390786 | 390786
introduce | introduce | [C1292748] | [C1292748]| [ functional concept ]  |  [ functional concept ]  | 72802 | 72802
20-24 | 20-24 | [C3843397] | [C3843397]| [ finding ]  |  [ finding ]  | 280258 | 280258
estimated | estimated gfr | [C0750572] | [C4524116]| [ quantitative concept ]  |  [ finding ]  | 151937 | 151937
paraesthesia | paraesthesia | [C2242996] | [C2242996]| [ sign or symptom ]  |  [ sign or symptom ]  | 475014 | 475014
bone | bone fractures | [C1266908, C1266909, C1442209] | [C0016658]| [ body part, organ, or organ component ]  ;  [ body system ]  ;  [ body part, organ, or organ component ]  |  [ injury or poisoning ]  | 369100 | 369100
newborn | newborn | [C1551035] | [C1551035]| [ finding ]  |  [ finding ]  | 182528 | 182528
saturated | saturated fatty acids | [C1705188] | [C0597423]| [ quantitative concept ]  |  [ food ]  | 299194 | 299194
support groups | support groups | [C0036606] | [C0036606]| [ self-help or relief organization ]  |  [ self-help or relief organization ]  | 482475 | 482475
target | target | [C1521840] | [C1521840]| [ functional concept ]  |  [ functional concept ]  | 3416 | 3416
thirdly | thirdly | [C0205437] | [C0205437]| [ quantitative concept ]  |  [ quantitative concept ]  | 115493 | 115493
guidance | guidance | [C1959633] | [C1959633]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 89796 | 89796
restricted | restricted | [C1548390, C1549594, C1610594] | [C1548390, C1549594, C1610594]| [ idea or concept ]  ;  [ intellectual product ]  ;  [ idea or concept ]  |  [ idea or concept ]  ;  [ intellectual product ]  ;  [ idea or concept ]  | 241 | 241
blood glucose control | blood glucose control | [C5392125] | [C5392125]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 8086 | 8086
renal care | renal care | [C1171215] | [C1171215]| [ health care activity ]  |  [ health care activity ]  | 449846 | 449846
developers | developers | [C2363670] | [C2363670]| [ medical device ]  |  [ medical device ]  | 43237 | 43237
usage | usage | [C0457083] | [C0457083]| [ functional concept ]  |  [ functional concept ]  | 127663 | 127663
tissue | tissue | [C1292533] | [C1292533]| [ tissue ]  |  [ tissue ]  | 176012 | 176012
experimental | experimental | [C1517586] | [C1517586]| [ qualitative concept ]  |  [ qualitative concept ]  | 197667 | 197667
collected | collected | [C1516695, C1516698] | [C1516695, C1516698]| [ idea or concept ]  ;  [ functional concept ]  |  [ idea or concept ]  ;  [ functional concept ]  | 250635 | 250635
morbidities | morbidities | [C0026538] | [C0026538]| [ finding ]  |  [ finding ]  | 218447 | 218447
self-monitoring of blood glucose | self-monitoring of blood glucose | [C0005803] | [C0005803]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 150021 | 150021
impact on quality of life | impact on quality of life | [C3476057] | [C3476057]| [ qualitative concept ]  |  [ qualitative concept ]  | 491571 | 491571
visual acuity testing | visual acuity testing | [C0200150] | [C0200150]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 435244 | 435244
cast | cast | [C1413137] | [C1413137]| [ gene or genome ]  |  [ gene or genome ]  | 123811 | 123811
reflexes | reflexes | [C0436145, C0596002] | [C0436145, C0596002]| [ diagnostic procedure ]  ;  [ finding ]  |  [ diagnostic procedure ]  ;  [ finding ]  | 176455 | 176455
haemoglobin | haemoglobin a1c target | [C0518015] | [C1318607]| [ laboratory procedure ]  |  [ finding ]  | 386865 | 386865
maximum tolerated dose | maximum tolerated dose | [C0752079] | [C0752079]| [ quantitative concept ]  |  [ quantitative concept ]  | 168947 | 168947
sphygmomanometers | sphygmomanometers | [C0183427] | [C0183427]| [ medical device ]  |  [ medical device ]  | 395350 | 395350
dietary | dietary cholesterol | [C0012155] | [C0008395]| [ food ]  |  [ organic chemical ]  | 305081 | 305081
oversight committee | oversight committee | [C2985658] | [C2985658]| [ organization ]  |  [ organization ]  | 54057 | 54057
broad | broad | [C0332464] | [C0332464]| [ spatial concept ]  |  [ spatial concept ]  | 144728 | 144728
participating | participating | [C0679823] | [C0679823]| [ functional concept ]  |  [ functional concept ]  | 99688 | 99688
pressures | pressures | [C0460139] | [C0460139]| [ finding ]  |  [ finding ]  | 112031 | 112031
foot examination | foot examination | [C4272891] | [C4272891]| [ finding ]  |  [ finding ]  | 275598 | 275598
severely | severely limited | [C0205082] | [C4489696]| [ finding ]  |  [ finding ]  | 454806 | 454806
greater | greater than | [C1704243] | [C0439093]| [ quantitative concept ]  |  [ quantitative concept ]  | 15859 | 15859
case | case management | [C0868928] | [C1145359]| [ functional concept ]  |  [ health care activity ]  | 124446 | 124446
item | item | [C1551338] | [C1551338]| [ entity ]  |  [ entity ]  | 46497 | 46497
peroxisome | peroxisome proliferator | [C0752063] | [C0600434]| [ cell component ]  |  [ hazardous or poisonous substance ]  | 366415 | 366415
admissions | admissions | [C0184666] | [C0184666]| [ health care activity ]  |  [ health care activity ]  | 491288 | 491288
blood lipids | blood lipids | [C0596192] | [C0596192]| [ organic chemical ]  |  [ organic chemical ]  | 166702 | 166702
required mechanical ventilation | required mechanical ventilation | [C5555342] | [C5555342]| [ finding ]  |  [ finding ]  | 509404 | 509404
insulin type | insulin type | [C0457592] | [C0457592]| [ amino acid, peptide, or protein / pharmacologic substance ]  |  [ amino acid, peptide, or protein / pharmacologic substance ]  | 111400 | 111400
moon | moon | [C0079853] | [C0079853]| [ geographic area ]  |  [ geographic area ]  | 646 | 646
phone | phone | [C1515258, C1547567, C1548343, C1548533, C1576870] | [C1515258, C1547567, C1548343, C1548533, C1576870]| [ intellectual product ]  ;  [ idea or concept ]  ;  [ intellectual product ]  ;  [ spatial concept ]  ;  [ idea or concept ]  |  [ intellectual product ]  ;  [ idea or concept ]  ;  [ intellectual product ]  ;  [ spatial concept ]  ;  [ idea or concept ]  | 136167 | 136167
sulfonylureas | sulfonylureas | [C0038766] | [C0038766]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 40455 | 40455
waist | waist | [C1280087] | [C1280087]| [ body location or region ]  |  [ body location or region ]  | 104291 | 104291
matched | matched | [C1708943] | [C1708943]| [ qualitative concept ]  |  [ qualitative concept ]  | 281915 | 281915
excessive | excessive | [C0442802] | [C0442802]| [ qualitative concept ]  |  [ qualitative concept ]  | 475723 | 475723
amination | amination | [C0002505] | [C0002505]| [ natural phenomenon or process ]  |  [ natural phenomenon or process ]  | 6869 | 6869
special footwear | special footwear | [C1283055] | [C1283055]| [ medical device ]  |  [ medical device ]  | 477875 | 477875
card | card | [C1553467] | [C1553467]| [ manufactured object ]  |  [ manufactured object ]  | 3834 | 3834
care | health care team | [C1947933] | [C0086390]| [ activity ]  |  [ health care activity ]  | 502819 | 502812
bennett | bennett | [C0559411] | [C0559411]| [ injury or poisoning ]  |  [ injury or poisoning ]  | 37502 | 37502
participation | participation | [C0679823] | [C0679823]| [ functional concept ]  |  [ functional concept ]  | 146406 | 146406
damage | damage | [C1883709] | [C1883709]| [ functional concept ]  |  [ functional concept ]  | 11523 | 11523
health technologies | health technologies | [C0752189] | [C0752189]| [ health care activity ]  |  [ health care activity ]  | 131420 | 131420
australian | australian | [C0238711] | [C0238711]| [ population group ]  |  [ population group ]  | 303520 | 303520
exercise | exercise testing | [C1522704] | [C0015260]| [ therapeutic or preventive procedure ]  |  [ diagnostic procedure ]  | 145620 | 145620
labour | labour | [C0022864] | [C0022864]| [ organism function ]  |  [ organism function ]  | 182229 | 182229
seaman | seaman | [C0240986] | [C0240986]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 228184 | 228184
freedom | freedom | [C0016694] | [C0016694]| [ idea or concept ]  |  [ idea or concept ]  | 481033 | 481033
1 year | 1 year | [C4071838] | [C4071838]| [ temporal concept ]  |  [ temporal concept ]  | 94330 | 94330
more than 50 | more than 50 | [C3842480] | [C3842480]| [ finding ]  |  [ finding ]  | 40489 | 40489
ophthalmic | ophthalmic | [C1522230] | [C1522230]| [ functional concept ]  |  [ functional concept ]  | 164961 | 164961
poorly controlled | poorly controlled | [C3853134] | [C3853134]| [ functional concept ]  |  [ functional concept ]  | 110884 | 110884
hypoglycemia | hypoglycemia | [C0020615] | [C0020615]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 9761 | 9761
valsalva | valsalva | [C0750122] | [C0750122]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 177827 | 177827
brock | brock | [C0026069] | [C0026069]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 493658 | 493658
reported by | reported by | [C1709908] | [C1709908]| [ group ]  |  [ group ]  | 351171 | 351171
injections | injections | [C1533685, C1828121] | [C1533685, C1828121]| [ therapeutic or preventive procedure ]  ;  [ functional concept ]  |  [ therapeutic or preventive procedure ]  ;  [ functional concept ]  | 155731 | 155731
comorbid | comorbid | [C5204146] | [C5204146]| [ intellectual product ]  |  [ intellectual product ]  | 218445 | 218445
stress | stress test | [C0723460] | [C0015260]| [ organic chemical / pharmacologic substance ]  |  [ diagnostic procedure ]  | 205189 | 205189
more | more often | [C0439064] | [C4330709]| [ quantitative concept ]  |  [ temporal concept ]  | 109233 | 109233
medical centre | medical centre | [C0565990] | [C0565990]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 99477 | 99477
consulted | consulted | [C0009818] | [C0009818]| [ health care activity ]  |  [ health care activity ]  | 163745 | 163745
inaccurate | inaccurate | [C0443236] | [C0443236]| [ qualitative concept ]  |  [ qualitative concept ]  | 330407 | 330407
kim1 | kim1 | [C1425141] | [C1425141]| [ gene or genome ]  |  [ gene or genome ]  | 511 | 511
disorder | disorder | [C0012634] | [C0012634]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 141652 | 141652
very active | very active | [C5570828] | [C5570828]| [ qualitative concept ]  |  [ qualitative concept ]  | 421362 | 421362
optometrists | optometrists | [C0029146] | [C0029146]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 434102 | 434102
dairy | dairy products | [C3687582] | [C1955475]| [ organism attribute ]  |  [ food ]  | 299839 | 299839
habits | habits | [C2242848] | [C2242848]| [ finding ]  |  [ finding ]  | 104128 | 104128
l/l | l/l | [C5240721] | [C5240721]| [ laboratory or test result ]  |  [ laboratory or test result ]  | 102194 | 102194
simple | simple | [C1424587] | [C1424587]| [ gene or genome ]  |  [ gene or genome ]  | 176473 | 176473
care eyes | care eyes | [C0885957] | [C0885957]| [ health care activity ]  |  [ health care activity ]  | 140426 | 140426
intervention trial | intervention trial | [C0814861] | [C0814861]| [ research activity ]  |  [ research activity ]  | 12220 | 12220
pr14 | pr14 | [C0213420] | [C0213420]| [ amino acid, peptide, or protein / enzyme ]  |  [ amino acid, peptide, or protein / enzyme ]  | 182322 | 182322
stabilizing | stabilizing | [C0184512] | [C0184512]| [ finding ]  |  [ finding ]  | 176745 | 176745
glucagon-like peptide-1 receptor agonist | glucagon-like peptide-1 receptor agonist | [C2917359] | [C2917359]| [ pharmacologic substance / hormone ]  |  [ pharmacologic substance / hormone ]  | 62894 | 62894
intervention studies | intervention studies | [C1096775] | [C1096775]| [ intellectual product ]  |  [ intellectual product ]  | 303689 | 303689
percentage | percentage | [C1549488, C1561533] | [C1549488, C1561533]| [ idea or concept ]  ;  [ idea or concept ]  |  [ idea or concept ]  ;  [ idea or concept ]  | 47662 | 47662
intensive care unit | intensive care unit | [C1549475] | [C1549475]| [ idea or concept ]  |  [ idea or concept ]  | 188971 | 188971
