Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
ref | ref | [C1425988] | [C1425988]| [ gene or genome ]  |  [ gene or genome ]  | 1969 | 1969
act | act | [C1412050, C1424942] | [C1412050, C1424942]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 898 | 898
post | post | [C0687676] | [C0687676]| [ temporal concept ]  |  [ temporal concept ]  | 14170 | 14170
norfolk | norfolk | [C0454866] | [C0454866]| [ geographic area ]  |  [ geographic area ]  | 205673 | 205673
clinical benefit | clinical benefit | [C4684590] | [C4684590]| [ idea or concept ]  |  [ idea or concept ]  | 97948 | 97948
repeating | repeating | [C0205341] | [C0205341]| [ functional concept ]  |  [ functional concept ]  | 58498 | 58498
helped | helped | [C5452990] | [C5452990]| [ finding ]  |  [ finding ]  | 11800 | 11800
protocols | protocols | [C0442711, C0542547, C0677556, C0677557, C0677558, C0677559, C0677560, C0677561, C0677562, C0677563, C0677564, C0677565, C0677566, C0677567, C0677568, C0677569, C0677570, C0677571, C0677572, C0677573, C0677574, C0677575, C0677576] | [C0442711, C0542547, C0677556, C0677557, C0677558, C0677559, C0677560, C0677561, C0677562, C0677563, C0677564, C0677565, C0677566, C0677567, C0677568, C0677569, C0677570, C0677571, C0677572, C0677573, C0677574, C0677575, C0677576]| [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  |  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  | 190033 | 190033
rep | rep | [C5450532] | [C5450532]| [ molecular function ]  |  [ molecular function ]  | 11063 | 11063
coping | coping strategies | [C0517270] | [C4716750]| [ finding ]  |  [ finding ]  | 199838 | 199838
ada | ada | [C1151644, C1412179] | [C1151644, C1412179]| [ molecular function ]  ;  [ gene or genome ]  |  [ molecular function ]  ;  [ gene or genome ]  | 2405 | 2405
atic | atic | [C1412625] | [C1412625]| [ gene or genome ]  |  [ gene or genome ]  | 4340 | 4340
add | add | [C1263846] | [C1263846]| [ mental or behavioral dysfunction ]  |  [ mental or behavioral dysfunction ]  | 5186 | 5186
melanoma skin cancer | melanoma skin cancer | [C0151779] | [C0151779]| [ neoplastic process ]  |  [ neoplastic process ]  | 64069 | 64069
flexion | flexion | [C1525443] | [C1525443]| [ clinical attribute ]  |  [ clinical attribute ]  | 10318 | 10318
res | res | [C2347379] | [C2347379]| [ finding ]  |  [ finding ]  | 18 | 18
orthoses | orthoses | [C0029365] | [C0029365]| [ medical device ]  |  [ medical device ]  | 241253 | 241253
recommend vaccination | recommend vaccination | [C5394782] | [C5394782]| [ health care activity ]  |  [ health care activity ]  | 69817 | 69817
amend | amend | [C0680532] | [C0680532]| [ intellectual product ]  |  [ intellectual product ]  | 417754 | 417754
its | its | [C0228242] | [C0228242]| [ body space or junction ]  |  [ body space or junction ]  | 4393 | 4393
consent | consent | [C1511481, C1554192] | [C1511481, C1554192]| [ intellectual product ]  ;  [ idea or concept ]  |  [ intellectual product ]  ;  [ idea or concept ]  | 450270 | 450270
literature review | literature review | [C0282441] | [C0282441]| [ intellectual product ]  |  [ intellectual product ]  | 8310 | 8310
congestive | congestive heart failure | [C0742742] | [C0018802]| [ qualitative concept ]  |  [ disease or syndrome ]  | 5373 | 5373
article | article | [C1706852] | [C1706852]| [ intellectual product ]  |  [ intellectual product ]  | 137 | 137
respect | respect | [C0679133] | [C0679133]| [ social behavior ]  |  [ social behavior ]  | 47771 | 47771
fusion | fusion protein | [C1293131] | [C0162768]| [ therapeutic or preventive procedure ]  |  [ amino acid, peptide, or protein / biologically active substance ]  | 213530 | 213530
hyperpigmentation | hyperpigmentation | [C1962962] | [C1962962]| [ finding ]  |  [ finding ]  | 149915 | 149915
adv | adv | [C0001483] | [C0001483]| [ virus ]  |  [ virus ]  | 6777 | 6777
cine | cine | [C1979871] | [C1979871]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 2822 | 2822
port | port | [C1706409, C1880253] | [C1706409, C1880253]| [ manufactured object ]  ;  [ manufactured object ]  |  [ manufactured object ]  ;  [ manufactured object ]  | 2074 | 2074
cancer recurrence | cancer recurrence | [C0920420] | [C0920420]| [ neoplastic process ]  |  [ neoplastic process ]  | 116777 | 116777
pharmacy | pharmacy | [C1547997] | [C1547997]| [ intellectual product ]  |  [ intellectual product ]  | 162825 | 162825
adjustment | adjustment | [C1546424] | [C1546424]| [ idea or concept ]  |  [ idea or concept ]  | 109937 | 109937
clinical decision-making | clinical decision-making | [C4042877] | [C4042877]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 25947 | 25947
activation | activation | [C1879547] | [C1879547]| [ activity ]  |  [ activity ]  | 59445 | 59445
washington | washington | [C0043038] | [C0043038]| [ geographic area ]  |  [ geographic area ]  | 2786 | 2786
three months | three months | [C4082119] | [C4082119]| [ temporal concept ]  |  [ temporal concept ]  | 113645 | 113645
trust | trust | [C0237935] | [C0237935]| [ social behavior ]  |  [ social behavior ]  | 162504 | 162504
nras | nras | [C0809246] | [C0809246]| [ gene or genome ]  |  [ gene or genome ]  | 184017 | 184017
production | production | [C1548180] | [C1548180]| [ intellectual product ]  |  [ intellectual product ]  | 138110 | 138110
vaccines | vaccines | [C0042210] | [C0042210]| [ amino acid, peptide, or protein / pharmacologic substance / immunologic factor ]  |  [ amino acid, peptide, or protein / pharmacologic substance / immunologic factor ]  | 5470 | 5470
long-term care | long-term care facilities | [C0023977] | [C1708733]| [ health care activity ]  |  [ manufactured object / health care related organization ]  | 57899 | 57899
standardization | standardization | [C0038136] | [C0038136]| [ research activity ]  |  [ research activity ]  | 236254 | 236254
rheumatology clinic | rheumatology clinic | [C3812871] | [C3812871]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 177477 | 177477
induction therapy | induction therapy | [C0600558] | [C0600558]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 93816 | 93816
previously | previously treated | [C0205156] | [C1514463]| [ temporal concept ]  |  [ finding ]  | 31165 | 31165
multiple sex partners | multiple sex partners | [C0558265] | [C0558265]| [ finding ]  |  [ finding ]  | 71589 | 71589
resulting in | resulting in | [C0332294] | [C0332294]| [ functional concept ]  |  [ functional concept ]  | 21236 | 21236
authorship | authorship | [C0004351] | [C0004351]| [ occupational activity ]  |  [ occupational activity ]  | 12564 | 12564
scope | scope | [C1710028] | [C1710028]| [ conceptual entity ]  |  [ conceptual entity ]  | 6859 | 6859
inflammatory polyarthritis | inflammatory polyarthritis | [C1692871] | [C1692871]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 253104 | 253104
paracetamol | paracetamol | [C0373527] | [C0373527]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 218503 | 218503
afb | afb | [C0483226] | [C0483226]| [ bacterium ]  |  [ bacterium ]  | 58850 | 58850
nonsteroidal anti-inflammatory drugs | nonsteroidal anti-inflammatory drugs | [C0003211] | [C0003211]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 264557 | 264557
cost-effectiveness | cost-effectiveness | [C0010181] | [C0010181]| [ quantitative concept ]  |  [ quantitative concept ]  | 17811 | 17811
white blood cell | white blood cell count | [C0023516] | [C0427512]| [ cell ]  |  [ laboratory or test result ]  | 150939 | 150939
joint prostheses | joint prostheses | [C0022414] | [C0022414]| [ medical device ]  |  [ medical device ]  | 155748 | 155748
once per year | once per year | [C0585307] | [C0585307]| [ temporal concept ]  |  [ temporal concept ]  | 18123 | 18123
catheter site | catheter site | [C0449652] | [C0449652]| [ spatial concept ]  |  [ spatial concept ]  | 150819 | 150819
label | label | [C1522485, C1705425] | [C1522485, C1705425]| [ indicator, reagent, or diagnostic aid ]  ;  [ intellectual product ]  |  [ indicator, reagent, or diagnostic aid ]  ;  [ intellectual product ]  | 92476 | 92476
afr | afr | [C1151389] | [C1151389]| [ molecular function ]  |  [ molecular function ]  | 57601 | 57601
high dose | high dose | [C0444956] | [C0444956]| [ quantitative concept ]  |  [ quantitative concept ]  | 211139 | 211139
referenced | referenced | [C1706462] | [C1706462]| [ conceptual entity ]  |  [ conceptual entity ]  | 25807 | 25807
in progress | in progress | [C1272688] | [C1272688]| [ functional concept ]  |  [ functional concept ]  | 176125 | 176125
treated with | treated with | [C1522326] | [C1522326]| [ functional concept ]  |  [ functional concept ]  | 43727 | 43727
janus | janus kinase inhibitors | [C0266700] | [C3854325, C3856094]| [ congenital abnormality ]  |  [ pharmacologic substance ]  ;  [ molecular function ]  | 434789 | 434789
cox-2 inhibitor | cox-2 inhibitor | [C1257954] | [C1257954]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 138460 | 138460
fleming | fleming | [C0331812] | [C0331812]| [ health care related organization ]  |  [ health care related organization ]  | 451983 | 451983
age | age | [C1114365] | [C1114365]| [ clinical attribute ]  |  [ clinical attribute ]  | 5089 | 5089
college | college | [C0557806, C0682187] | [C0557806, C0682187]| [ manufactured object ]  ;  [ finding ]  |  [ manufactured object ]  ;  [ finding ]  | 105 | 105
smaller | smaller | [C0700321] | [C0700321]| [ quantitative concept ]  |  [ quantitative concept ]  | 413793 | 413793
ria | ria | [C0034580] | [C0034580]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 3733 | 3733
accessed | accessed | [C0444454] | [C0444454]| [ spatial concept ]  |  [ spatial concept ]  | 158889 | 158889
years | years | [C0439234] | [C0439234]| [ temporal concept ]  |  [ temporal concept ]  | 19263 | 19263
variation | variation | [C0205419] | [C0205419]| [ qualitative concept ]  |  [ qualitative concept ]  | 177592 | 177592
number | number of patients | [C0750480] | [C2360800]| [ quantitative concept ]  |  [ finding ]  | 194877 | 194877
shorten | shorten | [C1282927] | [C1282927]| [ qualitative concept ]  |  [ qualitative concept ]  | 80922 | 80922
polydipsia | polydipsia | [C0085602] | [C0085602]| [ sign or symptom ]  |  [ sign or symptom ]  | 150515 | 150515
drug toxicity | drug toxicity | [C0013221] | [C0013221]| [ injury or poisoning ]  |  [ injury or poisoning ]  | 161231 | 161231
rin | rin | [C1419388] | [C1419388]| [ gene or genome ]  |  [ gene or genome ]  | 5267 | 5267
pfeiffer | pfeiffer | [C1405002] | [C1405002]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 267815 | 267815
fidia | fidia | [C4389863] | [C4389863]| [ eukaryote ]  |  [ eukaryote ]  | 10311 | 10311
centers | centers for disease control and prevention | [C0205099] | [C0007670]| [ spatial concept ]  |  [ health care related organization ]  | 29209 | 29209
placebo-controlled | placebo-controlled study | [C1706408] | [C0599724]| [ research activity ]  |  [ research activity ]  | 102360 | 102360
other than | other than | [C4723751] | [C4723751]| [ qualitative concept ]  |  [ qualitative concept ]  | 62219 | 62219
algorithm | algorithm | [C1553907] | [C1553907]| [ functional concept ]  |  [ functional concept ]  | 54057 | 54057
biologics therapies | biologics therapies | [C0005527] | [C0005527]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 448571 | 448571
testing | testing | [C0392366] | [C0392366]| [ intellectual product ]  |  [ intellectual product ]  | 56653 | 56653
distributed | distributed | [C1704711] | [C1704711]| [ functional concept ]  |  [ functional concept ]  | 409530 | 409530
toxicities | toxicities | [C0600688] | [C0600688]| [ injury or poisoning ]  |  [ injury or poisoning ]  | 146842 | 146842
gingival | gingival hyperplasia | [C1298996] | [C0017566]| [ functional concept ]  |  [ pathologic function ]  | 150330 | 150330
book review | book review | [C0005998] | [C0005998]| [ intellectual product ]  |  [ intellectual product ]  | 129654 | 129654
journals | journals | [C0162443] | [C0162443]| [ manufactured object / intellectual product ]  |  [ manufactured object / intellectual product ]  | 131786 | 131786
yeast | vaginal yeast infections | [C0036025, C0043392, C0043393] | [C0860029]| [ fungus ]  ;  [ food ]  ;  [ fungus ]  |  [ disease or syndrome ]  | 150038 | 150030
risks and benefits | risks and benefits | [C0687742] | [C0687742]| [ qualitative concept ]  |  [ qualitative concept ]  | 234751 | 234751
system | system | [C1553451] | [C1553451]| [ manufactured object ]  |  [ manufactured object ]  | 4334 | 4334
likelihood | likelihood | [C0033204] | [C0033204]| [ quantitative concept ]  |  [ quantitative concept ]  | 25536 | 25536
record review | record review | [C3842371] | [C3842371]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 113087 | 113087
presenting | presenting | [C0449450] | [C0449450]| [ idea or concept ]  |  [ idea or concept ]  | 203589 | 203589
aid | aid sleep | [C1269765, C1421876] | [C0718303]| [ qualitative concept ]  ;  [ gene or genome ]  |  [ organic chemical / pharmacologic substance ]  | 222493 | 222493
disease activity score | disease activity score | [C4706353] | [C4706353]| [ finding ]  |  [ finding ]  | 27235 | 27235
bristol | bristol myers | [C5142948] | [C0331797]| [ substance ]  |  [ health care related organization ]  | 8772 | 8772
other | other therapy | [C1271040] | [C0418967]| [ biomedical occupation or discipline ]  |  [ therapeutic or preventive procedure ]  | 218885 | 218885
safety study | safety study | [C1705187] | [C1705187]| [ research activity ]  |  [ research activity ]  | 220363 | 220363
aim | aim | [C1413231] | [C1413231]| [ gene or genome ]  |  [ gene or genome ]  | 76379 | 76379
city | city hospital | [C3262831] | [C0020029]| [ clinical attribute ]  |  [ health care related organization ]  | 175150 | 175150
confident | confident | [C0558095] | [C0558095]| [ individual behavior ]  |  [ individual behavior ]  | 29792 | 29792
exclusion | exclusion criteria | [C0680251] | [C0680251]| [ functional concept ]  |  [ functional concept ]  | 274878 | 274878
natural history | natural history | [C0175860] | [C0175860]| [ occupation or discipline ]  |  [ occupation or discipline ]  | 194613 | 194613
local | local level | [C1550012, C1947913] | [C0683925]| [ idea or concept ]  ;  [ spatial concept ]  |  [ spatial concept ]  | 231648 | 231648
retail | retail | [C0680894] | [C0680894]| [ occupational activity ]  |  [ occupational activity ]  | 242726 | 242726
healthcare | healthcare cost | [C0018704, C0086388] | [C0085552]| [ manufactured object / health care related organization ]  ;  [ health care activity ]  |  [ quantitative concept ]  | 142053 | 142053
electronic | electronic record | [C1547561] | [C4684654]| [ idea or concept ]  |  [ intellectual product ]  | 195819 | 195819
firstly | firstly | [C1279901] | [C1279901]| [ qualitative concept ]  |  [ qualitative concept ]  | 413058 | 413058
decisions | decisions | [C0679006] | [C0679006]| [ mental process ]  |  [ mental process ]  | 1567 | 1567
outcome | outcome measures | [C1274040] | [C0086749]| [ functional concept ]  |  [ quantitative concept ]  | 236030 | 236030
synthesis | synthesis | [C1883254] | [C1883254]| [ activity ]  |  [ activity ]  | 16280 | 16280
prevnar 13 | prevnar 13 | [C2756364] | [C2756364]| [ organic chemical / pharmacologic substance / immunologic factor ]  |  [ organic chemical / pharmacologic substance / immunologic factor ]  | 70882 | 70882
specialists | specialists | [C0087009] | [C0087009]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 79611 | 79611
satisfaction | satisfaction with care | [C0242428] | [C1821495]| [ mental process ]  |  [ classification ]  | 173541 | 173541
future | future | [C0016884] | [C0016884]| [ temporal concept ]  |  [ temporal concept ]  | 15113 | 15113
cacy | cacy | [C1419788] | [C1419788]| [ gene or genome ]  |  [ gene or genome ]  | 19384 | 19384
mississippi | mississippi | [C0026221] | [C0026221]| [ geographic area ]  |  [ geographic area ]  | 2999 | 2999
movement | movement | [C0026649] | [C0026649]| [ organism function ]  |  [ organism function ]  | 234076 | 234076
safety monitoring | safety monitoring | [C5235447] | [C5235447]| [ research activity ]  |  [ research activity ]  | 412029 | 412029
rating | rating | [C0871208] | [C0871208]| [ activity ]  |  [ activity ]  | 26353 | 26353
body | body | [C1268086] | [C1268086]| [ anatomical structure ]  |  [ anatomical structure ]  | 20934 | 20934
missouri | missouri | [C0026222] | [C0026222]| [ geographic area ]  |  [ geographic area ]  | 2839 | 2839
atra | atra | [C0040845] | [C0040845]| [ organic chemical / pharmacologic substance / hazardous or poisonous substance ]  |  [ organic chemical / pharmacologic substance / hazardous or poisonous substance ]  | 99583 | 99583
mode | mode | [C1513371, C1705738] | [C1513371, C1705738]| [ functional concept ]  ;  [ quantitative concept ]  |  [ functional concept ]  ;  [ quantitative concept ]  | 19802 | 19802
viral infections | viral infections | [C0042769] | [C0042769]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 79274 | 79274
north america | north america | [C0028405] | [C0028405]| [ geographic area ]  |  [ geographic area ]  | 8600 | 8600
disease prognosis | disease prognosis | [C4716643] | [C4716643]| [ finding ]  |  [ finding ]  | 78165 | 78165
ala | ala | [C1704740] | [C1704740]| [ geographic area ]  |  [ geographic area ]  | 405 | 405
immune systems | immune systems | [C0020962] | [C0020962]| [ body system ]  |  [ body system ]  | 74415 | 74415
implemented | implemented | [C4520547] | [C4520547]| [ functional concept ]  |  [ functional concept ]  | 246677 | 246677
modified | modified | [C0392747] | [C0392747]| [ functional concept ]  |  [ functional concept ]  | 56955 | 56955
maintained | maintained | [C1314677] | [C1314677]| [ functional concept ]  |  [ functional concept ]  | 239314 | 239314
pregnant | pregnant | [C0549206, C0600457] | [C0549206, C0600457]| [ finding ]  ;  [ finding ]  |  [ finding ]  ;  [ finding ]  | 244769 | 244769
all | all other | [C0812385] | [C5425799]| [ gene or genome ]  |  [ finding ]  | 170554 | 170554
always | always | [C1549493, C2003902] | [C1549493, C2003902]| [ idea or concept ]  ;  [ temporal concept ]  |  [ idea or concept ]  ;  [ temporal concept ]  | 34333 | 34333
alk | alk | [C1332080] | [C1332080]| [ gene or genome ]  |  [ gene or genome ]  | 97011 | 97011
read | read | [C1705179] | [C1705179]| [ conceptual entity ]  |  [ conceptual entity ]  | 45652 | 45652
rna | hcv rna positive | [C1325819] | [C0855842]| [ cell component ]  |  [ laboratory or test result ]  | 21117 | 21113
alt | alt | [C1140170, C1266129] | [C1140170, C1266129]| [ intellectual product ]  ;  [ neoplastic process ]  |  [ intellectual product ]  ;  [ neoplastic process ]  | 3056 | 3056
informing | informing | [C0700287] | [C0700287]| [ health care activity ]  |  [ health care activity ]  | 461261 | 461261
touch | touch | [C2350522] | [C2350522]| [ mental process ]  |  [ mental process ]  | 230487 | 230487
real | real | [C0237400] | [C0237400]| [ qualitative concept ]  |  [ qualitative concept ]  | 38957 | 38957
adhere | adhere to | [C3714578] | [C4281991]| [ phenomenon or process ]  |  [ functional concept ]  | 173720 | 173720
osteoporosis | osteoporosis prevention | [C1962963] | [C3650929]| [ finding ]  |  [ health care activity ]  | 217354 | 217354
mended | mended | [C0671679] | [C0671679]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 17909 | 17909
unit | unit | [C1509845, C1519795, C1704753, C1880519] | [C1509845, C1519795, C1704753, C1880519]| [ medical device ]  ;  [ quantitative concept ]  ;  [ manufactured object ]  ;  [ quantitative concept ]  |  [ medical device ]  ;  [ quantitative concept ]  ;  [ manufactured object ]  ;  [ quantitative concept ]  | 2045 | 2045
l g | l g | [C0439294] | [C0439294]| [ quantitative concept ]  |  [ quantitative concept ]  | 13391 | 13391
prostheses | prostheses | [C0347948] | [C0347948]| [ medical device ]  |  [ medical device ]  | 155754 | 155754
hybrid | hybrid | [C0007597, C0020205] | [C0007597, C0020205]| [ laboratory procedure ]  ;  [ organism ]  |  [ laboratory procedure ]  ;  [ organism ]  | 176010 | 176010
persistent disease | persistent disease | [C2983415] | [C2983415]| [ finding ]  |  [ finding ]  | 204757 | 204757
l h | l h | [C2346686] | [C2346686]| [ quantitative concept ]  |  [ quantitative concept ]  | 3390 | 3390
a group | a group | [C0441835] | [C0441835]| [ classification ]  |  [ classification ]  | 4580 | 4580
monthly | monthly | [C0332177] | [C0332177]| [ temporal concept ]  |  [ temporal concept ]  | 105141 | 105141
working group | working group | [C1883562] | [C1883562]| [ population group ]  |  [ population group ]  | 159705 | 159705
postal | postal | [C1514253] | [C1514253]| [ functional concept ]  |  [ functional concept ]  | 192320 | 192320
acpa | acpa | [C1335267] | [C1335267]| [ gene or genome ]  |  [ gene or genome ]  | 427612 | 427612
l s | l s | [C0439394] | [C0439394]| [ quantitative concept ]  |  [ quantitative concept ]  | 5939 | 5939
susceptibility | susceptibility to infection | [C1264642] | [C0521978]| [ functional concept ]  |  [ finding ]  | 153956 | 153956
successful treatment | successful treatment | [C0521982] | [C0521982]| [ clinical attribute ]  |  [ clinical attribute ]  | 59195 | 59195
amy | amy | [C1424808] | [C1424808]| [ gene or genome ]  |  [ gene or genome ]  | 542 | 542
rom | rom | [C1419600] | [C1419600]| [ gene or genome ]  |  [ gene or genome ]  | 1239 | 1239
weakness | weakness | [C0004093] | [C0004093]| [ sign or symptom ]  |  [ sign or symptom ]  | 443052 | 443052
shortness of breath | shortness of breath | [C0013404] | [C0013404]| [ sign or symptom ]  |  [ sign or symptom ]  | 148909 | 148909
construction | construction | [C1527177] | [C1527177]| [ classification ]  |  [ classification ]  | 416862 | 416862
ratios | ratios | [C0456603] | [C0456603]| [ quantitative concept ]  |  [ quantitative concept ]  | 24980 | 24980
anp | anp | [C1417807] | [C1417807]| [ gene or genome ]  |  [ gene or genome ]  | 136262 | 136262
subjective | subjective | [C2266644] | [C2266644]| [ finding ]  |  [ finding ]  | 133754 | 133754
medical center | medical center | [C0565990] | [C0565990]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 2664 | 2664
ant | ant | [C1141015, C1335833, C1442881] | [C1141015, C1335833, C1442881]| [ amino acid, peptide, or protein / biologically active substance ]  ;  [ gene or genome ]  ;  [ amino acid, peptide, or protein / biologically active substance ]  |  [ amino acid, peptide, or protein / biologically active substance ]  ;  [ gene or genome ]  ;  [ amino acid, peptide, or protein / biologically active substance ]  | 1294 | 1294
lewis | lewis | [C3829290] | [C3829290]| [ mammal ]  |  [ mammal ]  | 116991 | 116991
social deprivation | social deprivation | [C0677638] | [C0677638]| [ human-caused phenomenon or process ]  |  [ human-caused phenomenon or process ]  | 251316 | 251316
any | any | [C1552551] | [C1552551]| [ qualitative concept ]  |  [ qualitative concept ]  | 1300 | 1300
exposure to hepatitis | exposure to hepatitis b | [C2362615] | [C3162307]| [ finding ]  |  [ finding ]  | 61528 | 61528
application | application | [C0870325] | [C0870325]| [ functional concept ]  |  [ functional concept ]  | 1098 | 1098
ultrasound examination | ultrasound examination | [C0948501] | [C0948501]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 180447 | 180447
until | until | [C1720302] | [C1720302]| [ intellectual product ]  |  [ intellectual product ]  | 22711 | 22711
retrospective studies | retrospective studies | [C0035363] | [C0035363]| [ research activity ]  |  [ research activity ]  | 64476 | 64476
reason | reason | [C0392360] | [C0392360]| [ idea or concept ]  |  [ idea or concept ]  | 12806 | 12806
accurate | accurate | [C0443131] | [C0443131]| [ qualitative concept ]  |  [ qualitative concept ]  | 203730 | 203730
thought | thought | [C0039869] | [C0039869]| [ mental process ]  |  [ mental process ]  | 224391 | 224391
randomized controlled trials | randomized controlled trials | [C0282440] | [C0282440]| [ intellectual product ]  |  [ intellectual product ]  | 16522 | 16522
scottish | scottish | [C0240966] | [C0240966]| [ population group ]  |  [ population group ]  | 411179 | 411179
jak | jak inhibitors | [C1150611] | [C3854325]| [ molecular function ]  |  [ pharmacologic substance ]  | 435723 | 435723
tagged | tagged | [C1522485, C1708632] | [C1522485, C1708632]| [ indicator, reagent, or diagnostic aid ]  ;  [ qualitative concept ]  |  [ indicator, reagent, or diagnostic aid ]  ;  [ qualitative concept ]  | 23456 | 23456
protein | staphylococcal protein a | [C1325816] | [C0038164]| [ cell component ]  |  [ amino acid, peptide, or protein / immunologic factor / indicator, reagent, or diagnostic aid ]  | 143742 | 143727
english | english language | [C1556083] | [C0376245]| [ population group ]  |  [ language ]  | 22164 | 22164
annual | annual assessment | [C0332181] | [C3845682]| [ temporal concept ]  |  [ health care activity ]  | 184502 | 184502
initiatives | initiatives | [C0424093] | [C0424093]| [ mental process ]  |  [ mental process ]  | 230280 | 230280
hepatic | hepatic fibrosis | [C0205054] | [C0239946]| [ body location or region ]  |  [ disease or syndrome ]  | 148397 | 148397
muscle spasm | muscle spasm | [C0037763] | [C0037763]| [ sign or symptom ]  |  [ sign or symptom ]  | 237321 | 237321
insufficient evidence | insufficient evidence | [C3858734] | [C3858734]| [ functional concept ]  |  [ functional concept ]  | 178796 | 178796
gentle | gentle | [C0720654] | [C0720654]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 226472 | 226472
resort | resort | [C0035198] | [C0035198]| [ manufactured object / organization ]  |  [ manufactured object / organization ]  | 155638 | 155638
additional information | additional information | [C1546922, C1706499] | [C1546922, C1706499]| [ temporal concept ]  ;  [ intellectual product ]  |  [ temporal concept ]  ;  [ intellectual product ]  | 204378 | 204378
shelters | shelters | [C1457990] | [C1457990]| [ medical device ]  |  [ medical device ]  | 57939 | 57939
app | app | [C1364818] | [C1364818]| [ gene or genome ]  |  [ gene or genome ]  | 1098 | 1098
pregnancy | pregnancy | [C0549206] | [C0549206]| [ finding ]  |  [ finding ]  | 84094 | 84094
hepatitis b core antibody positive | hepatitis b core antibody positive | [C0262506] | [C0262506]| [ laboratory or test result ]  |  [ laboratory or test result ]  | 61559 | 61559
apy | apy | [C1417327] | [C1417327]| [ gene or genome ]  |  [ gene or genome ]  | 14969 | 14969
placebo-controlled study | placebo-controlled study | [C0599724] | [C0599724]| [ research activity ]  |  [ research activity ]  | 102360 | 102360
not recommended | not recommended | [C3846195] | [C3846195]| [ finding ]  |  [ finding ]  | 18852 | 18852
densitometry | densitometry | [C0011321] | [C0011321]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 150645 | 150645
letter | letter | [C1096774] | [C1096774]| [ intellectual product ]  |  [ intellectual product ]  | 189960 | 189960
grade | grade approach | [C0919553] | [C4704712]| [ classification ]  |  [ intellectual product ]  | 465573 | 465573
outpatients | outpatients | [C0029921] | [C0029921]| [ patient or disabled group ]  |  [ patient or disabled group ]  | 252557 | 252557
severe disease | severe disease | [C4740692] | [C4740692]| [ finding ]  |  [ finding ]  | 214492 | 214492
philosophical | philosophical | [C2986477] | [C2986477]| [ qualitative concept ]  |  [ qualitative concept ]  | 421659 | 421659
choices | choices | [C0008300] | [C0008300]| [ individual behavior ]  |  [ individual behavior ]  | 34408 | 34408
cataracts | cataracts | [C0521707] | [C0521707]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 139138 | 139138
randomized | randomized controlled trial | [C0034656] | [C1096777]| [ research activity ]  |  [ intellectual product ]  | 16522 | 16522
severe infection | severe infection | [C5139167] | [C5139167]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 117630 | 117630
annually | annually | [C0332181] | [C0332181]| [ temporal concept ]  |  [ temporal concept ]  | 136488 | 136488
systemic | systemic steroid therapy | [C0205373] | [C4733046]| [ functional concept ]  |  [ therapeutic or preventive procedure ]  | 215566 | 215566
